Bill Date & Time,DateTIme,Name,Phone Number,Waxing,Facial,De-tan,Pedicure,Manicure,Bleaching,Wash,Massage,Threading,Hair Cut,Miscellaneous,Bill Amount,Service done by,Payment Mode,Helper for S,Bill Date,week,Name of the day
14/09/2024 19:58:00,14/09/2024 19:58,Ranjani,9780176841,Waxing,Facial,,Pedicure,,,,,,,Miscellaneous,194,Poornima,Card,Malar,2024-09-14,37,Saturday
02/10/2024 13:12:00,02/10/2024 13:12,Ranjani,9982054828,,Facial,De-tan,Pedicure,,,Wash,Massage,,Hair Cut,Miscellaneous,2686,Anjali,GPay,,2024-10-02,40,Wednesday
18/09/2024 16:01:00,18/09/2024 16:01,Deepa,9991500835,Waxing,Facial,,,,Bleaching,,Massage,,Hair Cut,,2481,Pinky,Card,,2024-09-18,38,Wednesday
22/10/2024 11:35:00,22/10/2024 11:35,Kavya,9638126685,Waxing,Facial,De-tan,,,Bleaching,Wash,,Threading,Hair Cut,Miscellaneous,2374,Pinky,Card,,2024-10-22,43,Tuesday
03/09/2024 19:00:00,03/09/2024 19:00,Latha,9412162427,Waxing,,,,Manicure,Bleaching,,Massage,,,,3412,Malar,Card,,2024-09-03,36,Tuesday
23/10/2024 09:57:00,23/10/2024 09:57,Priya,9290499407,,Facial,De-tan,,,,,,Threading,,,3239,Malar,Cash,,2024-10-23,43,Wednesday
16/10/2024 14:45:00,16/10/2024 14:45,Soumya,9272417903,,,De-tan,,,,Wash,,Threading,,,969,Poornima,PhonePe,Poornima,2024-10-16,42,Wednesday
15/10/2024 15:58:00,15/10/2024 15:58,Latha,9990275149,Waxing,Facial,,,Manicure,Bleaching,,Massage,Threading,,Miscellaneous,2346,Malar,PhonePe,,2024-10-15,42,Tuesday
17/11/2024 12:50:00,17/11/2024 12:50,Meena,9394947945,Waxing,Facial,,,Manicure,,Wash,,Threading,,Miscellaneous,462,Poornima,PhonePe,,2024-11-17,46,Sunday
31/08/2024 15:01:00,31/08/2024 15:01,Divya,9226977481,,Facial,,Pedicure,,,Wash,Massage,,Hair Cut,Miscellaneous,3082,Malar,Cash,,2024-08-31,35,Saturday
30/09/2024 14:57:00,30/09/2024 14:57,Keerthana,9160637007,,Facial,,Pedicure,,Bleaching,,Massage,Threading,Hair Cut,Miscellaneous,651,Poornima,Cash,Suganya Sri,2024-09-30,40,Monday
10/09/2024 19:21:00,10/09/2024 19:21,Keerthana,9502396311,Waxing,Facial,,Pedicure,Manicure,,,Massage,Threading,Hair Cut,Miscellaneous,2910,Pinky,PhonePe,,2024-09-10,37,Tuesday
02/11/2024 15:37:00,02/11/2024 15:37,Shruthi,9542808301,Waxing,Facial,De-tan,Pedicure,Manicure,,,,,,Miscellaneous,2091,Suganya Sri,Card,,2024-11-02,44,Saturday
03/11/2024 11:29:00,03/11/2024 11:29,Keerthana,9525351039,,Facial,,Pedicure,,,Wash,,Threading,,Miscellaneous,3130,Suganya Sri,Cash,,2024-11-03,44,Sunday
22/10/2024 17:29:00,22/10/2024 17:29,Deepa,9516266130,Waxing,,De-tan,,Manicure,,Wash,Massage,Threading,,Miscellaneous,590,Poornima,Cash,Pinky,2024-10-22,43,Tuesday
22/08/2024 13:53:00,22/08/2024 13:53,Divya,9743245366,,,,Pedicure,,Bleaching,,Massage,,,,987,Pinky,Cash,Pinky,2024-08-22,34,Thursday
10/11/2024 19:30:00,10/11/2024 19:30,Priya,9501149878,,,De-tan,Pedicure,,Bleaching,,Massage,,,Miscellaneous,1515,Anjali,PhonePe,,2024-11-10,45,Sunday
21/09/2024 20:32:00,21/09/2024 20:32,Divya,9656986808,Waxing,,De-tan,,Manicure,,Wash,Massage,Threading,,,919,Anjali,Card,Malar,2024-09-21,38,Saturday
07/11/2024 18:22:00,07/11/2024 18:22,Sangeetha,9443117237,Waxing,Facial,,Pedicure,Manicure,,,Massage,,,Miscellaneous,983,Pinky,Cash,,2024-11-07,45,Thursday
08/10/2024 19:49:00,08/10/2024 19:49,Latha,9135931684,,Facial,De-tan,,Manicure,Bleaching,Wash,Massage,Threading,,Miscellaneous,257,Pinky,PhonePe,,2024-10-08,41,Tuesday
05/10/2024 18:01:00,05/10/2024 18:01,Anjali,9557586975,Waxing,,De-tan,Pedicure,,Bleaching,,,,,,1381,Pinky,PhonePe,Poornima,2024-10-05,40,Saturday
07/10/2024 17:23:00,07/10/2024 17:23,Harini,9358739835,,Facial,De-tan,,,,Wash,Massage,Threading,,,2711,Malar,Cash,Malar,2024-10-07,41,Monday
05/09/2024 15:20:00,05/09/2024 15:20,Kavya,9258159327,,Facial,,Pedicure,Manicure,Bleaching,Wash,,Threading,,,559,Malar,PhonePe,,2024-09-05,36,Thursday
15/11/2024 18:20:00,15/11/2024 18:20,Anjali,9330945577,Waxing,Facial,De-tan,Pedicure,Manicure,,,Massage,,Hair Cut,,2553,Malar,Card,Poornima,2024-11-15,46,Friday
21/10/2024 18:33:00,21/10/2024 18:33,Sangeetha,9615334201,Waxing,,De-tan,Pedicure,,Bleaching,Wash,Massage,,,,1783,Anjali,Card,Pinky,2024-10-21,43,Monday
26/09/2024 20:48:00,26/09/2024 20:48,Priya,9164576181,,Facial,,Pedicure,,,,,,Hair Cut,,2462,Malar,Card,Pinky,2024-09-26,39,Thursday
16/11/2024 15:53:00,16/11/2024 15:53,Anjali,9431573127,Waxing,Facial,,,Manicure,,Wash,,Threading,,Miscellaneous,2320,Malar,GPay,,2024-11-16,46,Saturday
28/08/2024 12:36:00,28/08/2024 12:36,Deepa,9544245349,,Facial,,,,Bleaching,,,,,Miscellaneous,429,Pinky,Cash,Pinky,2024-08-28,35,Wednesday
17/09/2024 18:41:00,17/09/2024 18:41,Keerthana,9416723284,,,De-tan,,Manicure,Bleaching,Wash,Massage,,Hair Cut,Miscellaneous,1771,Anjali,Cash,Anjali,2024-09-17,38,Tuesday
16/10/2024 20:22:00,16/10/2024 20:22,Deepa,9286079241,,,De-tan,Pedicure,,Bleaching,,,,Hair Cut,,886,Anjali,Card,,2024-10-16,42,Wednesday
04/09/2024 17:05:00,04/09/2024 17:05,Swathi,9457147176,Waxing,,,,Manicure,,,,,,Miscellaneous,3054,Suganya Sri,GPay,Malar,2024-09-04,36,Wednesday
29/08/2024 19:57:00,29/08/2024 19:57,Keerthana,9274223777,Waxing,,De-tan,Pedicure,,,Wash,,,Hair Cut,,2713,Poornima,GPay,,2024-08-29,35,Thursday
10/09/2024 16:28:00,10/09/2024 16:28,Harini,9963565440,Waxing,Facial,De-tan,,Manicure,,Wash,Massage,Threading,Hair Cut,Miscellaneous,2462,Suganya Sri,PhonePe,,2024-09-10,37,Tuesday
10/09/2024 11:51:00,10/09/2024 11:51,Anjali,9777213523,Waxing,Facial,De-tan,,,,,Massage,,Hair Cut,,1559,Suganya Sri,GPay,Poornima,2024-09-10,37,Tuesday
01/10/2024 19:32:00,01/10/2024 19:32,Aishwarya,9989480371,,Facial,,Pedicure,,Bleaching,Wash,Massage,,Hair Cut,,2876,Poornima,Cash,,2024-10-01,40,Tuesday
14/09/2024 17:23:00,14/09/2024 17:23,Ranjani,9854915835,Waxing,,,Pedicure,Manicure,,,,,,,477,Suganya Sri,Cash,,2024-09-14,37,Saturday
16/10/2024 11:09:00,16/10/2024 11:09,Kavya,9133707852,,,De-tan,Pedicure,Manicure,,,Massage,,Hair Cut,Miscellaneous,389,Malar,PhonePe,Poornima,2024-10-16,42,Wednesday
16/09/2024 18:11:00,16/09/2024 18:11,Keerthana,9667862669,,,De-tan,,,Bleaching,Wash,,Threading,Hair Cut,Miscellaneous,3141,Suganya Sri,PhonePe,,2024-09-16,38,Monday
03/11/2024 19:13:00,03/11/2024 19:13,Aishwarya,9740210669,Waxing,,De-tan,,Manicure,,,Massage,,,Miscellaneous,2999,Malar,PhonePe,,2024-11-03,44,Sunday
26/08/2024 18:52:00,26/08/2024 18:52,Ranjani,9487416354,Waxing,Facial,,Pedicure,Manicure,Bleaching,Wash,,,,,353,Poornima,PhonePe,,2024-08-26,35,Monday
25/10/2024 13:24:00,25/10/2024 13:24,Deepa,9417530116,Waxing,,De-tan,,,,,,,Hair Cut,,392,Suganya Sri,Card,Anjali,2024-10-25,43,Friday
26/10/2024 15:21:00,26/10/2024 15:21,Aishwarya,9549798157,,,De-tan,Pedicure,Manicure,Bleaching,,Massage,Threading,Hair Cut,,3012,Poornima,Cash,,2024-10-26,43,Saturday
10/09/2024 11:37:00,10/09/2024 11:37,Shruthi,9905979865,,Facial,,,Manicure,,Wash,Massage,Threading,,,1244,Poornima,PhonePe,,2024-09-10,37,Tuesday
20/11/2024 16:04:00,20/11/2024 16:04,Nisha,9791105648,Waxing,Facial,,,,Bleaching,,,,,,562,Suganya Sri,Card,,2024-11-20,47,Wednesday
11/09/2024 14:15:00,11/09/2024 14:15,Ranjani,9912880005,Waxing,Facial,,Pedicure,Manicure,,Wash,,,Hair Cut,Miscellaneous,945,Malar,GPay,Pinky,2024-09-11,37,Wednesday
04/09/2024 19:26:00,04/09/2024 19:26,Swathi,9102001729,,,De-tan,Pedicure,,,Wash,Massage,,,,1691,Poornima,GPay,,2024-09-04,36,Wednesday
05/09/2024 17:20:00,05/09/2024 17:20,Aishwarya,9304091885,,Facial,,Pedicure,,,Wash,,,,,1530,Suganya Sri,Card,,2024-09-05,36,Thursday
23/09/2024 14:39:00,23/09/2024 14:39,Keerthana,9918751451,,Facial,,,,Bleaching,Wash,Massage,Threading,Hair Cut,Miscellaneous,1060,Malar,Cash,Pinky,2024-09-23,39,Monday
07/09/2024 13:32:00,07/09/2024 13:32,Harini,9466258631,,,De-tan,Pedicure,,,Wash,Massage,Threading,,Miscellaneous,2422,Poornima,Card,Suganya Sri,2024-09-07,36,Saturday
11/09/2024 11:33:00,11/09/2024 11:33,Kavya,9797606598,,Facial,De-tan,,,Bleaching,,Massage,Threading,Hair Cut,,2715,Suganya Sri,Card,,2024-09-11,37,Wednesday
12/11/2024 11:26:00,12/11/2024 11:26,Swathi,9498340044,Waxing,,De-tan,Pedicure,,Bleaching,,,,Hair Cut,,1548,Pinky,Card,,2024-11-12,46,Tuesday
08/09/2024 19:17:00,08/09/2024 19:17,Shruthi,9480616373,,,De-tan,,,Bleaching,,Massage,,,,2759,Anjali,GPay,Pinky,2024-09-08,36,Sunday
31/10/2024 18:17:00,31/10/2024 18:17,Ranjani,9257720562,Waxing,Facial,De-tan,Pedicure,Manicure,Bleaching,Wash,Massage,Threading,,Miscellaneous,3116,Pinky,Card,,2024-10-31,44,Thursday
01/09/2024 11:46:00,01/09/2024 11:46,Divya,9638291672,Waxing,,,,,Bleaching,,Massage,Threading,Hair Cut,,2767,Pinky,PhonePe,,2024-09-01,35,Sunday
18/10/2024 19:39:00,18/10/2024 19:39,Meena,9718778128,Waxing,,De-tan,,,Bleaching,Wash,Massage,,,Miscellaneous,2482,Suganya Sri,Card,Malar,2024-10-18,42,Friday
24/09/2024 17:14:00,24/09/2024 17:14,Priya,9530806421,Waxing,,De-tan,,,Bleaching,,,Threading,Hair Cut,Miscellaneous,3197,Pinky,Card,,2024-09-24,39,Tuesday
12/09/2024 13:19:00,12/09/2024 13:19,Aishwarya,9888312365,Waxing,,,,Manicure,Bleaching,Wash,Massage,Threading,Hair Cut,,2391,Pinky,Card,,2024-09-12,37,Thursday
16/11/2024 15:57:00,16/11/2024 15:57,Ranjani,9375457544,Waxing,Facial,,,,Bleaching,Wash,,Threading,,,1013,Malar,PhonePe,Pinky,2024-11-16,46,Saturday
03/11/2024 09:45:00,03/11/2024 09:45,Aishwarya,9655518022,,Facial,De-tan,Pedicure,,,,Massage,,,,2595,Pinky,Card,,2024-11-03,44,Sunday
31/08/2024 14:51:00,31/08/2024 14:51,Divya,9987612102,Waxing,,De-tan,,,Bleaching,Wash,Massage,,,Miscellaneous,700,Poornima,PhonePe,,2024-08-31,35,Saturday
16/09/2024 17:46:00,16/09/2024 17:46,Deepa,9409940378,,Facial,De-tan,Pedicure,Manicure,Bleaching,,,Threading,,,2670,Poornima,PhonePe,Suganya Sri,2024-09-16,38,Monday
25/09/2024 14:06:00,25/09/2024 14:06,Divya,9684433820,,Facial,De-tan,,Manicure,Bleaching,,,Threading,,,2363,Suganya Sri,GPay,Suganya Sri,2024-09-25,39,Wednesday
24/08/2024 11:01:00,24/08/2024 11:01,Shruthi,9965658498,Waxing,,De-tan,Pedicure,Manicure,Bleaching,Wash,,,Hair Cut,,509,Poornima,Cash,Anjali,2024-08-24,34,Saturday
04/10/2024 12:36:00,04/10/2024 12:36,Kavya,9506828994,Waxing,,,,Manicure,Bleaching,,Massage,Threading,Hair Cut,Miscellaneous,2555,Pinky,GPay,Malar,2024-10-04,40,Friday
20/09/2024 14:26:00,20/09/2024 14:26,Nisha,9244710994,Waxing,,,,,Bleaching,,,Threading,,,2441,Anjali,PhonePe,Poornima,2024-09-20,38,Friday
26/10/2024 10:56:00,26/10/2024 10:56,Deepa,9263410660,,Facial,De-tan,Pedicure,,Bleaching,Wash,Massage,Threading,,Miscellaneous,457,Malar,GPay,,2024-10-26,43,Saturday
08/10/2024 16:19:00,08/10/2024 16:19,Aishwarya,9417513091,Waxing,Facial,De-tan,,,Bleaching,,Massage,Threading,Hair Cut,,3001,Anjali,GPay,,2024-10-08,41,Tuesday
04/10/2024 17:33:00,04/10/2024 17:33,Anjali,9523847468,Waxing,Facial,De-tan,,Manicure,,Wash,Massage,Threading,,,707,Malar,GPay,Suganya Sri,2024-10-04,40,Friday
29/09/2024 15:06:00,29/09/2024 15:06,Kavya,9568822189,Waxing,Facial,De-tan,Pedicure,Manicure,,,,Threading,Hair Cut,,2913,Poornima,GPay,Pinky,2024-09-29,39,Sunday
07/11/2024 11:00:00,07/11/2024 11:00,Harini,9437561133,,Facial,De-tan,,,,Wash,,,Hair Cut,Miscellaneous,883,Pinky,PhonePe,,2024-11-07,45,Thursday
18/09/2024 16:18:00,18/09/2024 16:18,Divya,9663100254,Waxing,Facial,,Pedicure,Manicure,,Wash,Massage,,Hair Cut,,3320,Poornima,PhonePe,Pinky,2024-09-18,38,Wednesday
24/08/2024 09:35:00,24/08/2024 09:35,Shruthi,9345288942,Waxing,,,Pedicure,,Bleaching,Wash,Massage,Threading,Hair Cut,,3063,Malar,GPay,Pinky,2024-08-24,34,Saturday
07/09/2024 19:36:00,07/09/2024 19:36,Harini,9615950009,,,,,Manicure,,Wash,,Threading,Hair Cut,,2234,Pinky,Card,,2024-09-07,36,Saturday
20/10/2024 15:03:00,20/10/2024 15:03,Deepa,9154605406,Waxing,,De-tan,,,,,,,Hair Cut,,2803,Poornima,Card,Malar,2024-10-20,42,Sunday
09/11/2024 17:21:00,09/11/2024 17:21,Ranjani,9781274174,,Facial,De-tan,,,,,Massage,,,,3038,Malar,GPay,,2024-11-09,45,Saturday
23/10/2024 13:35:00,23/10/2024 13:35,Soumya,9971817054,Waxing,Facial,De-tan,Pedicure,,,,Massage,,,,2853,Suganya Sri,GPay,,2024-10-23,43,Wednesday
07/10/2024 18:44:00,07/10/2024 18:44,Soumya,9528769881,,,,Pedicure,,Bleaching,Wash,,Threading,,Miscellaneous,3062,Suganya Sri,Card,Suganya Sri,2024-10-07,41,Monday
05/10/2024 18:43:00,05/10/2024 18:43,Harini,9717015730,Waxing,,De-tan,,Manicure,Bleaching,,,,,,818,Anjali,Card,Malar,2024-10-05,40,Saturday
07/09/2024 09:54:00,07/09/2024 09:54,Harini,9689772649,Waxing,,De-tan,,,,,Massage,Threading,Hair Cut,,548,Suganya Sri,Cash,,2024-09-07,36,Saturday
05/09/2024 20:07:00,05/09/2024 20:07,Sandhya,9510599278,,,,,Manicure,Bleaching,Wash,Massage,,Hair Cut,,753,Anjali,PhonePe,Malar,2024-09-05,36,Thursday
05/09/2024 17:19:00,05/09/2024 17:19,Swathi,9609106609,,,De-tan,,Manicure,Bleaching,Wash,,,Hair Cut,Miscellaneous,302,Poornima,Cash,Suganya Sri,2024-09-05,36,Thursday
05/10/2024 18:01:00,05/10/2024 18:01,Kavya,9939778860,,,De-tan,,Manicure,Bleaching,Wash,Massage,Threading,,Miscellaneous,3311,Suganya Sri,Cash,,2024-10-05,40,Saturday
24/09/2024 18:53:00,24/09/2024 18:53,Meena,9644693168,,Facial,De-tan,,,Bleaching,,,Threading,,,1190,Suganya Sri,Card,Malar,2024-09-24,39,Tuesday
06/09/2024 17:33:00,06/09/2024 17:33,Keerthana,9830303114,Waxing,,,,Manicure,,Wash,Massage,Threading,,Miscellaneous,893,Malar,Card,,2024-09-06,36,Friday
27/10/2024 12:48:00,27/10/2024 12:48,Sangeetha,9124645386,Waxing,,De-tan,Pedicure,,Bleaching,Wash,Massage,,,,1705,Poornima,Card,,2024-10-27,43,Sunday
10/11/2024 13:19:00,10/11/2024 13:19,Shruthi,9446790813,,Facial,,,Manicure,,,Massage,,,,708,Suganya Sri,PhonePe,Pinky,2024-11-10,45,Sunday
25/10/2024 16:55:00,25/10/2024 16:55,Deepa,9676450468,Waxing,,De-tan,Pedicure,Manicure,,,,Threading,Hair Cut,Miscellaneous,3181,Suganya Sri,GPay,Suganya Sri,2024-10-25,43,Friday
15/09/2024 18:10:00,15/09/2024 18:10,Anjali,9742597502,,,,,,Bleaching,Wash,Massage,Threading,Hair Cut,Miscellaneous,442,Pinky,Card,,2024-09-15,37,Sunday
23/10/2024 20:14:00,23/10/2024 20:14,Kavya,9343277843,Waxing,Facial,,Pedicure,Manicure,Bleaching,,,Threading,,Miscellaneous,988,Anjali,Card,Anjali,2024-10-23,43,Wednesday
24/10/2024 17:28:00,24/10/2024 17:28,Harini,9206406970,,,,,,Bleaching,,Massage,Threading,,,3248,Poornima,Cash,Poornima,2024-10-24,43,Thursday
08/11/2024 17:18:00,08/11/2024 17:18,Sandhya,9158529157,Waxing,,,,,Bleaching,,,Threading,Hair Cut,Miscellaneous,1922,Suganya Sri,PhonePe,,2024-11-08,45,Friday
18/11/2024 15:52:00,18/11/2024 15:52,Aishwarya,9780412855,,Facial,,,Manicure,,Wash,Massage,Threading,Hair Cut,,2735,Poornima,PhonePe,Poornima,2024-11-18,47,Monday
07/10/2024 20:26:00,07/10/2024 20:26,Meena,9675530821,,Facial,De-tan,Pedicure,Manicure,Bleaching,,Massage,,Hair Cut,Miscellaneous,2723,Suganya Sri,PhonePe,Poornima,2024-10-07,41,Monday
09/10/2024 20:05:00,09/10/2024 20:05,Nisha,9580452239,Waxing,Facial,,,,,Wash,,,,,2021,Malar,Cash,Poornima,2024-10-09,41,Wednesday
05/10/2024 18:31:00,05/10/2024 18:31,Priya,9370539046,,,De-tan,Pedicure,Manicure,,,,,,Miscellaneous,242,Malar,Cash,,2024-10-05,40,Saturday
20/10/2024 09:39:00,20/10/2024 09:39,Meena,9158197008,,,,Pedicure,,,Wash,,,,Miscellaneous,1916,Malar,GPay,Pinky,2024-10-20,42,Sunday
04/11/2024 14:42:00,04/11/2024 14:42,Kavya,9134388351,Waxing,,,,Manicure,Bleaching,,Massage,Threading,Hair Cut,Miscellaneous,1367,Poornima,Card,,2024-11-04,45,Monday
14/11/2024 19:36:00,14/11/2024 19:36,Kavya,9616149324,,Facial,,Pedicure,,Bleaching,,Massage,,Hair Cut,Miscellaneous,962,Anjali,Card,,2024-11-14,46,Thursday
07/10/2024 17:46:00,07/10/2024 17:46,Soumya,9806120192,,,De-tan,Pedicure,Manicure,Bleaching,,,Threading,,,2982,Pinky,Cash,,2024-10-07,41,Monday
09/10/2024 17:16:00,09/10/2024 17:16,Soumya,9737523643,,Facial,De-tan,,,,Wash,Massage,Threading,,,1782,Suganya Sri,Cash,Malar,2024-10-09,41,Wednesday
21/10/2024 17:20:00,21/10/2024 17:20,Anjali,9806913420,,,De-tan,Pedicure,Manicure,,,Massage,Threading,,Miscellaneous,1619,Poornima,Cash,Malar,2024-10-21,43,Monday
12/11/2024 10:27:00,12/11/2024 10:27,Harini,9554337053,,,,Pedicure,Manicure,,,Massage,Threading,,,2267,Pinky,PhonePe,,2024-11-12,46,Tuesday
21/09/2024 14:43:00,21/09/2024 14:43,Aishwarya,9214998923,Waxing,Facial,,Pedicure,,,Wash,,,,Miscellaneous,249,Suganya Sri,PhonePe,Anjali,2024-09-21,38,Saturday
02/10/2024 15:59:00,02/10/2024 15:59,Nisha,9750054571,,Facial,De-tan,Pedicure,,,,Massage,,Hair Cut,,1146,Malar,Cash,Poornima,2024-10-02,40,Wednesday
07/11/2024 09:05:00,07/11/2024 09:05,Harini,9652855937,,Facial,De-tan,,,,Wash,,Threading,Hair Cut,Miscellaneous,214,Malar,Cash,,2024-11-07,45,Thursday
28/10/2024 11:40:00,28/10/2024 11:40,Meena,9320652447,,Facial,,Pedicure,,Bleaching,,,,Hair Cut,Miscellaneous,2853,Poornima,Card,Suganya Sri,2024-10-28,44,Monday
30/08/2024 19:09:00,30/08/2024 19:09,Deepa,9867981206,,Facial,De-tan,,Manicure,,Wash,Massage,Threading,,,864,Malar,PhonePe,Anjali,2024-08-30,35,Friday
24/08/2024 10:28:00,24/08/2024 10:28,Anjali,9310661808,Waxing,Facial,,,Manicure,Bleaching,Wash,,,,,3096,Pinky,PhonePe,,2024-08-24,34,Saturday
30/08/2024 11:15:00,30/08/2024 11:15,Ranjani,9711232478,Waxing,Facial,De-tan,Pedicure,,Bleaching,Wash,Massage,Threading,,Miscellaneous,1697,Suganya Sri,PhonePe,,2024-08-30,35,Friday
03/09/2024 17:11:00,03/09/2024 17:11,Anjali,9144390171,Waxing,Facial,De-tan,Pedicure,Manicure,Bleaching,Wash,Massage,Threading,,,673,Pinky,PhonePe,Poornima,2024-09-03,36,Tuesday
24/09/2024 16:31:00,24/09/2024 16:31,Aishwarya,9979050032,Waxing,,,,,,,Massage,Threading,,,1794,Pinky,Cash,Suganya Sri,2024-09-24,39,Tuesday
04/09/2024 13:53:00,04/09/2024 13:53,Harini,9666936513,Waxing,,De-tan,,Manicure,Bleaching,,Massage,Threading,,,2343,Malar,Cash,Suganya Sri,2024-09-04,36,Wednesday
26/09/2024 17:21:00,26/09/2024 17:21,Divya,9524834320,,,,,Manicure,Bleaching,,Massage,,,,1099,Poornima,Card,Pinky,2024-09-26,39,Thursday
11/10/2024 20:04:00,11/10/2024 20:04,Meena,9973505117,,Facial,De-tan,Pedicure,Manicure,,Wash,,,Hair Cut,Miscellaneous,1863,Suganya Sri,GPay,,2024-10-11,41,Friday
26/08/2024 09:57:00,26/08/2024 09:57,Sandhya,9728258617,,,,Pedicure,,,,Massage,,Hair Cut,Miscellaneous,808,Anjali,GPay,Poornima,2024-08-26,35,Monday
17/09/2024 15:23:00,17/09/2024 15:23,Sangeetha,9987875795,Waxing,Facial,,,,Bleaching,,,,,,1988,Anjali,PhonePe,,2024-09-17,38,Tuesday
18/09/2024 14:49:00,18/09/2024 14:49,Deepa,9228196374,,Facial,De-tan,,Manicure,Bleaching,Wash,,,,Miscellaneous,3498,Anjali,GPay,,2024-09-18,38,Wednesday
15/10/2024 20:08:00,15/10/2024 20:08,Shruthi,9856566058,Waxing,Facial,De-tan,Pedicure,Manicure,Bleaching,,,,,,206,Suganya Sri,GPay,,2024-10-15,42,Tuesday
05/11/2024 10:18:00,05/11/2024 10:18,Deepa,9223879264,Waxing,Facial,,Pedicure,Manicure,Bleaching,,Massage,Threading,,,1060,Pinky,GPay,Anjali,2024-11-05,45,Tuesday
16/10/2024 12:04:00,16/10/2024 12:04,Priya,9973461100,Waxing,Facial,,,,,,Massage,,,Miscellaneous,643,Anjali,Cash,,2024-10-16,42,Wednesday
11/11/2024 16:07:00,11/11/2024 16:07,Harini,9802950366,,,,,Manicure,,,,Threading,Hair Cut,Miscellaneous,1538,Poornima,GPay,,2024-11-11,46,Monday
27/08/2024 11:25:00,27/08/2024 11:25,Swathi,9773807829,Waxing,,De-tan,,Manicure,,,,,,Miscellaneous,1644,Pinky,GPay,Anjali,2024-08-27,35,Tuesday
07/11/2024 11:55:00,07/11/2024 11:55,Anjali,9478723884,Waxing,,,,,Bleaching,Wash,Massage,,Hair Cut,,1573,Suganya Sri,Cash,,2024-11-07,45,Thursday
27/09/2024 14:00:00,27/09/2024 14:00,Anjali,9243912451,Waxing,,,,Manicure,Bleaching,Wash,Massage,Threading,,Miscellaneous,2992,Pinky,PhonePe,Pinky,2024-09-27,39,Friday
17/10/2024 14:44:00,17/10/2024 14:44,Ranjani,9560170579,Waxing,,,,,Bleaching,,Massage,Threading,Hair Cut,,1901,Anjali,Card,,2024-10-17,42,Thursday
02/11/2024 12:14:00,02/11/2024 12:14,Divya,9467517811,,Facial,De-tan,Pedicure,Manicure,,,,,,Miscellaneous,2579,Pinky,GPay,,2024-11-02,44,Saturday
04/09/2024 09:08:00,04/09/2024 09:08,Nisha,9286933865,,Facial,De-tan,Pedicure,Manicure,,Wash,,Threading,,Miscellaneous,698,Pinky,PhonePe,Poornima,2024-09-04,36,Wednesday
19/09/2024 15:49:00,19/09/2024 15:49,Kavya,9804725084,Waxing,,De-tan,,Manicure,Bleaching,Wash,Massage,,Hair Cut,,2193,Anjali,Card,Suganya Sri,2024-09-19,38,Thursday
14/09/2024 12:48:00,14/09/2024 12:48,Sandhya,9192363264,,Facial,De-tan,Pedicure,Manicure,Bleaching,Wash,,,,Miscellaneous,2340,Suganya Sri,PhonePe,,2024-09-14,37,Saturday
06/09/2024 12:34:00,06/09/2024 12:34,Anjali,9876891015,Waxing,Facial,,,,Bleaching,Wash,Massage,Threading,Hair Cut,,276,Anjali,Card,,2024-09-06,36,Friday
16/10/2024 20:49:00,16/10/2024 20:49,Nisha,9211715644,Waxing,,De-tan,Pedicure,,Bleaching,,,Threading,Hair Cut,Miscellaneous,990,Malar,Cash,Anjali,2024-10-16,42,Wednesday
10/09/2024 16:47:00,10/09/2024 16:47,Divya,9719117217,Waxing,,,,,,,Massage,Threading,,,1686,Poornima,GPay,,2024-09-10,37,Tuesday
03/09/2024 11:19:00,03/09/2024 11:19,Divya,9455588465,Waxing,Facial,De-tan,Pedicure,Manicure,Bleaching,,,Threading,,Miscellaneous,3285,Malar,Card,Suganya Sri,2024-09-03,36,Tuesday
19/11/2024 09:57:00,19/11/2024 09:57,Soumya,9774886099,,,,Pedicure,,Bleaching,,,Threading,,Miscellaneous,2918,Suganya Sri,PhonePe,Suganya Sri,2024-11-19,47,Tuesday
17/11/2024 12:11:00,17/11/2024 12:11,Latha,9626822772,Waxing,Facial,De-tan,Pedicure,Manicure,,,,Threading,,,904,Poornima,PhonePe,Suganya Sri,2024-11-17,46,Sunday
22/09/2024 13:37:00,22/09/2024 13:37,Anjali,9551679589,Waxing,,De-tan,,,,Wash,,,,,2795,Anjali,Cash,,2024-09-22,38,Sunday
25/10/2024 18:00:00,25/10/2024 18:00,Ranjani,9865355012,Waxing,,De-tan,Pedicure,Manicure,,,Massage,,Hair Cut,Miscellaneous,3247,Poornima,GPay,Pinky,2024-10-25,43,Friday
23/10/2024 20:30:00,23/10/2024 20:30,Deepa,9316512284,,Facial,,Pedicure,Manicure,Bleaching,,Massage,Threading,Hair Cut,Miscellaneous,3343,Suganya Sri,PhonePe,Poornima,2024-10-23,43,Wednesday
31/08/2024 16:06:00,31/08/2024 16:06,Keerthana,9493451110,,Facial,De-tan,,Manicure,,,Massage,Threading,Hair Cut,Miscellaneous,314,Poornima,Cash,Poornima,2024-08-31,35,Saturday
28/08/2024 11:46:00,28/08/2024 11:46,Anjali,9812396919,Waxing,,De-tan,,Manicure,,,Massage,,,Miscellaneous,1239,Poornima,GPay,Suganya Sri,2024-08-28,35,Wednesday
19/11/2024 16:03:00,19/11/2024 16:03,Harini,9718306107,,Facial,,Pedicure,Manicure,Bleaching,Wash,,Threading,,Miscellaneous,3184,Malar,Card,,2024-11-19,47,Tuesday
