Bill Date & Time,Timestamp,Name,Phone Number,Waxing,Facial,De-tan,Pedicure,Manicure,Bleaching,Wash,Massage,Threading,Hair Cut,Miscellaneous,Bill Amount,Service done by,Payment Mode,Helper for S,Bill Date,week,Name of the day
15/07/2025 07:16:14,15/07/2025 07:16:14,Simran Kaur,+91 8469973354,False,False,False,False,True,True,True,False,False,False,,1295,Ritu,Wallet,Helper2,15/07/2025,29,Tuesday
21/08/2025 21:30:14,21/08/2025 21:30:14,Aditi Joshi,+91 0085140369,False,False,False,False,False,True,True,False,False,False,,1205,Kavita,Card,Helper2,21/08/2025,34,Thursday
06/10/2025 23:19:14,06/10/2025 23:19:14,Aditi Joshi,+91 6562422010,False,False,False,False,False,False,False,True,False,False,,647,Sneha,Cash,Helper2,06/10/2025,41,Monday
19/11/2025 04:02:14,19/11/2025 04:02:14,Simran Kaur,+91 9692786876,False,False,True,True,False,False,False,False,False,False,,841,Ritu,Wallet,Helper2,19/11/2025,47,Wednesday
14/10/2025 01:33:14,14/10/2025 01:33:14,Aditi Joshi,+91 9500975197,False,True,True,False,True,False,False,False,False,False,,1685,Ritu,Cash,Helper2,14/10/2025,42,Tuesday
06/10/2025 07:54:14,06/10/2025 07:54:14,Sakshi Kumar,+91 1894905807,False,False,False,False,False,False,False,True,True,False,,1326,Kavita,UPI,Helper3,06/10/2025,41,Monday
20/08/2025 23:09:14,20/08/2025 23:09:14,Nisha Verma,+91 9494079290,True,False,False,False,True,False,False,False,False,True,,1309,Ritu,Cash,Helper3,20/08/2025,34,Wednesday
10/08/2025 23:46:14,10/08/2025 23:46:14,Sneha Gupta,+91 4401929275,False,False,False,False,True,False,False,False,False,False,,441,Kavita,Card,Helper1,10/08/2025,32,Sunday
02/09/2025 22:16:14,02/09/2025 22:16:14,Divya Rao,+91 2766372395,False,False,False,False,True,False,False,False,False,False,,318,Priya,Card,,02/09/2025,36,Tuesday
18/09/2025 04:26:14,18/09/2025 04:26:14,Simran Kaur,+91 8366742860,False,False,False,False,False,False,True,True,False,False,,1265,Priya,Cash,Helper3,18/09/2025,38,Thursday
26/09/2025 07:05:14,26/09/2025 07:05:14,Sakshi Kumar,+91 4544149673,False,False,False,True,False,True,False,False,False,True,,1664,Priya,Cash,Helper1,26/09/2025,39,Friday
11/06/2025 03:13:14,11/06/2025 03:13:14,Aditi Joshi,+91 1753443009,True,False,False,False,False,False,False,False,False,False,,422,Ritu,Cash,Helper1,11/06/2025,24,Wednesday
30/06/2025 06:15:14,30/06/2025 06:15:14,Pooja Desai,+91 9212447174,False,False,False,False,True,True,False,False,False,False,,640,Anjali,Cash,,30/06/2025,27,Monday
15/09/2025 02:10:14,15/09/2025 02:10:14,Sneha Gupta,+91 4271739627,False,False,True,False,False,False,False,False,False,False,,753,Kavita,Card,Helper1,15/09/2025,38,Monday
29/09/2025 08:23:14,29/09/2025 08:23:14,Priya Patel,+91 0119470720,False,False,False,False,False,False,True,False,False,False,,472,Sneha,UPI,,29/09/2025,40,Monday
01/11/2025 21:39:14,01/11/2025 21:39:14,Nisha Verma,+91 7766183067,False,False,False,False,False,False,False,False,False,True,,748,Anjali,UPI,Helper3,01/11/2025,44,Saturday
17/09/2025 21:47:14,17/09/2025 21:47:14,Sakshi Kumar,+91 1585174328,False,False,False,False,False,False,True,False,False,False,,395,Anjali,Wallet,Helper1,17/09/2025,38,Wednesday
16/11/2025 08:29:14,16/11/2025 08:29:14,Simran Kaur,+91 1732030937,False,True,False,False,False,False,False,False,True,False,,1226,Ritu,Wallet,Helper1,16/11/2025,46,Sunday
17/06/2025 02:10:14,17/06/2025 02:10:14,Ritu Mehta,+91 0613878293,True,False,False,False,False,False,False,False,False,False,,344,Kavita,Cash,,17/06/2025,25,Tuesday
12/11/2025 21:22:14,12/11/2025 21:22:14,Nisha Verma,+91 2020417929,False,True,False,False,False,False,False,False,False,False,,316,Kavita,Card,Helper1,12/11/2025,46,Wednesday
29/07/2025 03:28:14,29/07/2025 03:28:14,Nisha Verma,+91 6519825309,False,False,False,False,False,True,False,False,False,False,,264,Priya,UPI,Helper2,29/07/2025,31,Tuesday
21/09/2025 23:51:14,21/09/2025 23:51:14,Ritu Mehta,+91 8273902196,True,False,False,False,False,False,False,False,False,False,,698,Priya,Cash,Helper1,21/09/2025,38,Sunday
22/07/2025 22:52:14,22/07/2025 22:52:14,Sakshi Kumar,+91 9467232487,False,False,True,True,False,False,False,False,False,False,,622,Kavita,Cash,Helper3,22/07/2025,30,Tuesday
05/09/2025 03:07:14,05/09/2025 03:07:14,Aditi Joshi,+91 3318195883,False,False,False,True,True,False,False,False,False,False,,652,Priya,Card,,05/09/2025,36,Friday
12/10/2025 23:17:14,12/10/2025 23:17:14,Sakshi Kumar,+91 0054364597,False,True,False,False,False,False,False,False,False,False,,253,Ritu,Card,Helper2,12/10/2025,41,Sunday
15/06/2025 04:39:14,15/06/2025 04:39:14,Priya Patel,+91 1379956353,False,False,False,False,False,True,False,False,False,False,,433,Priya,Card,,15/06/2025,24,Sunday
29/07/2025 04:04:14,29/07/2025 04:04:14,Kavita Reddy,+91 1797062397,False,False,False,False,False,False,True,False,False,False,,582,Sneha,Wallet,Helper2,29/07/2025,31,Tuesday
16/11/2025 02:24:14,16/11/2025 02:24:14,Kavita Reddy,+91 5209042177,False,False,True,False,False,True,False,False,False,False,,927,Ritu,Card,Helper2,16/11/2025,46,Sunday
02/11/2025 06:01:14,02/11/2025 06:01:14,Kavita Reddy,+91 1687397740,False,False,False,True,False,False,True,False,True,False,,1972,Sneha,Card,Helper1,02/11/2025,44,Sunday
21/09/2025 21:09:14,21/09/2025 21:09:14,Simran Kaur,+91 8068671773,False,False,False,False,False,False,False,False,True,False,,212,Kavita,Card,Helper2,21/09/2025,38,Sunday
07/09/2025 01:22:14,07/09/2025 01:22:14,Sakshi Kumar,+91 1074279907,False,False,True,False,False,False,True,False,False,False,,968,Kavita,Cash,Helper1,07/09/2025,36,Sunday
14/09/2025 08:28:14,14/09/2025 08:28:14,Aditi Joshi,+91 0464989319,True,False,False,False,False,False,False,False,True,False,,824,Priya,Wallet,Helper3,14/09/2025,37,Sunday
05/10/2025 06:09:14,05/10/2025 06:09:14,Ritu Mehta,+91 5281832538,False,False,False,False,False,False,False,True,False,False,,794,Sneha,Card,Helper3,05/10/2025,40,Sunday
06/09/2025 01:39:14,06/09/2025 01:39:14,Sakshi Kumar,+91 6401557788,False,False,False,False,False,False,False,True,False,False,,744,Ritu,UPI,,06/09/2025,36,Saturday
13/11/2025 02:58:14,13/11/2025 02:58:14,Sakshi Kumar,+91 1371162411,False,False,False,False,True,False,False,False,False,False,,314,Sneha,Wallet,Helper2,13/11/2025,46,Thursday
30/07/2025 05:47:14,30/07/2025 05:47:14,Anjali Sharma,+91 4682756704,False,True,False,False,False,False,False,False,False,False,,222,Sneha,UPI,,30/07/2025,31,Wednesday
03/11/2025 02:48:14,03/11/2025 02:48:14,Sakshi Kumar,+91 5798877492,False,False,True,False,True,False,False,False,False,False,,1127,Anjali,UPI,Helper1,03/11/2025,45,Monday
15/07/2025 02:25:14,15/07/2025 02:25:14,Simran Kaur,+91 2928422223,True,False,False,False,False,False,False,False,False,False,,524,Ritu,Card,,15/07/2025,29,Tuesday
13/08/2025 02:18:14,13/08/2025 02:18:14,Kavita Reddy,+91 8055257828,True,True,False,False,False,False,False,False,False,False,,1325,Sneha,Wallet,Helper3,13/08/2025,33,Wednesday
16/07/2025 21:54:14,16/07/2025 21:54:14,Aditi Joshi,+91 8547492975,True,True,False,False,False,False,False,True,False,False,,1425,Anjali,Cash,,16/07/2025,29,Wednesday
13/11/2025 00:35:14,13/11/2025 00:35:14,Ritu Mehta,+91 1509398343,False,True,False,False,False,False,False,False,False,False,,751,Kavita,Cash,,13/11/2025,46,Thursday
27/07/2025 04:27:14,27/07/2025 04:27:14,Divya Rao,+91 9805626565,False,False,False,False,True,False,False,False,False,False,,553,Anjali,UPI,,27/07/2025,30,Sunday
28/10/2025 22:20:14,28/10/2025 22:20:14,Nisha Verma,+91 7674266299,False,False,True,False,False,False,False,False,False,False,,412,Anjali,Wallet,Helper3,28/10/2025,44,Tuesday
24/06/2025 06:55:14,24/06/2025 06:55:14,Pooja Desai,+91 1064628792,False,False,True,False,False,False,False,False,False,False,,590,Anjali,Wallet,Helper1,24/06/2025,26,Tuesday
24/08/2025 06:26:14,24/08/2025 06:26:14,Simran Kaur,+91 8730024471,False,False,True,False,True,False,True,False,False,False,,1382,Priya,UPI,,24/08/2025,34,Sunday
25/06/2025 06:54:14,25/06/2025 06:54:14,Ritu Mehta,+91 9796471589,False,False,False,False,True,False,False,False,False,False,,366,Ritu,Cash,Helper2,25/06/2025,26,Wednesday
28/08/2025 05:03:14,28/08/2025 05:03:14,Nisha Verma,+91 2520456504,False,True,False,False,False,False,False,False,True,False,,1124,Sneha,Cash,Helper2,28/08/2025,35,Thursday
25/10/2025 03:02:14,25/10/2025 03:02:14,Ritu Mehta,+91 4451895202,False,False,False,False,True,True,False,True,False,False,,1535,Priya,Card,Helper2,25/10/2025,43,Saturday
14/10/2025 01:00:14,14/10/2025 01:00:14,Kavita Reddy,+91 8988816711,True,False,False,False,False,False,False,False,False,False,,691,Anjali,UPI,Helper3,14/10/2025,42,Tuesday
13/07/2025 05:03:14,13/07/2025 05:03:14,Divya Rao,+91 8524013223,False,False,True,True,False,False,False,False,False,False,,613,Kavita,Cash,Helper1,13/07/2025,28,Sunday
12/06/2025 04:55:14,12/06/2025 04:55:14,Pooja Desai,+91 0310890714,False,True,False,False,False,False,False,False,False,False,,508,Priya,Cash,Helper1,12/06/2025,24,Thursday
09/11/2025 00:44:14,09/11/2025 00:44:14,Kavita Reddy,+91 2501249552,False,True,False,True,False,False,False,False,False,True,,1307,Ritu,Card,Helper2,09/11/2025,45,Sunday
19/08/2025 00:04:14,19/08/2025 00:04:14,Aditi Joshi,+91 0138759271,False,False,False,False,False,True,False,False,False,False,,588,Kavita,Card,Helper2,19/08/2025,34,Tuesday
19/09/2025 22:55:14,19/09/2025 22:55:14,Ritu Mehta,+91 1718275480,False,False,False,False,False,True,False,False,False,False,,705,Priya,Wallet,Helper3,19/09/2025,38,Friday
02/10/2025 06:54:14,02/10/2025 06:54:14,Sneha Gupta,+91 7386463175,True,False,False,False,False,False,False,False,False,False,,703,Priya,Wallet,,02/10/2025,40,Thursday
19/10/2025 07:50:14,19/10/2025 07:50:14,Priya Patel,+91 1266912153,False,False,False,True,False,False,True,False,False,False,,763,Kavita,Wallet,Helper3,19/10/2025,42,Sunday
03/11/2025 06:24:14,03/11/2025 06:24:14,Sakshi Kumar,+91 6579678427,False,True,False,False,False,False,False,False,False,False,,456,Kavita,Wallet,Helper2,03/11/2025,45,Monday
14/11/2025 23:08:14,14/11/2025 23:08:14,Priya Patel,+91 0170269524,False,True,False,False,False,False,False,False,True,True,,2113,Sneha,UPI,,14/11/2025,46,Friday
11/10/2025 05:23:14,11/10/2025 05:23:14,Aditi Joshi,+91 5880061675,False,False,False,False,False,False,False,True,False,True,,469,Sneha,UPI,Helper2,11/10/2025,41,Saturday
11/10/2025 03:15:14,11/10/2025 03:15:14,Sneha Gupta,+91 6719788977,True,False,True,False,False,False,False,False,True,False,,1775,Ritu,Wallet,Helper3,11/10/2025,41,Saturday
19/08/2025 02:10:14,19/08/2025 02:10:14,Anjali Sharma,+91 9025590561,False,False,False,False,False,True,False,False,False,True,,1180,Priya,Card,Helper2,19/08/2025,34,Tuesday
07/08/2025 07:26:14,07/08/2025 07:26:14,Divya Rao,+91 1141520850,False,False,False,False,False,False,True,False,True,False,,1104,Priya,Wallet,Helper1,07/08/2025,32,Thursday
28/08/2025 03:43:14,28/08/2025 03:43:14,Pooja Desai,+91 5917135785,False,False,False,False,False,False,False,False,False,True,,506,Anjali,Wallet,Helper2,28/08/2025,35,Thursday
13/10/2025 08:01:14,13/10/2025 08:01:14,Priya Patel,+91 8344049639,False,True,False,False,False,True,False,False,False,True,,1527,Ritu,Wallet,,13/10/2025,42,Monday
31/07/2025 02:57:14,31/07/2025 02:57:14,Priya Patel,+91 4846853664,False,False,True,False,False,False,False,True,True,False,,1338,Ritu,Wallet,Helper2,31/07/2025,31,Thursday
24/11/2025 08:36:14,24/11/2025 08:36:14,Sneha Gupta,+91 8969083572,False,False,True,False,False,False,False,False,False,False,,507,Kavita,Wallet,Helper3,24/11/2025,48,Monday
24/06/2025 07:20:14,24/06/2025 07:20:14,Pooja Desai,+91 4424936312,True,False,False,False,False,False,False,False,False,False,,451,Anjali,Wallet,,24/06/2025,26,Tuesday
29/10/2025 03:34:14,29/10/2025 03:34:14,Sakshi Kumar,+91 0324204482,True,False,False,False,False,False,False,True,False,True,,1062,Ritu,UPI,Helper1,29/10/2025,44,Wednesday
20/09/2025 02:49:14,20/09/2025 02:49:14,Sakshi Kumar,+91 1623198189,False,True,False,False,True,False,False,True,False,False,,1288,Anjali,Wallet,Helper2,20/09/2025,38,Saturday
24/09/2025 00:16:14,24/09/2025 00:16:14,Priya Patel,+91 2347649078,False,True,False,False,False,True,False,False,False,False,,1391,Kavita,Card,Helper3,24/09/2025,39,Wednesday
15/07/2025 02:37:14,15/07/2025 02:37:14,Nisha Verma,+91 5409003486,False,True,False,False,False,True,False,False,False,False,,1189,Kavita,Wallet,Helper1,15/07/2025,29,Tuesday
16/09/2025 01:26:14,16/09/2025 01:26:14,Priya Patel,+91 3432756041,False,False,False,False,False,False,True,True,False,False,,1172,Priya,Card,Helper3,16/09/2025,38,Tuesday
14/10/2025 22:29:14,14/10/2025 22:29:14,Pooja Desai,+91 9857002720,False,False,False,True,True,False,False,False,False,False,,1310,Priya,Cash,Helper2,14/10/2025,42,Tuesday
10/08/2025 05:52:14,10/08/2025 05:52:14,Sakshi Kumar,+91 2965772429,False,False,False,True,True,False,False,False,False,False,,910,Anjali,Card,,10/08/2025,32,Sunday
12/09/2025 06:21:14,12/09/2025 06:21:14,Anjali Sharma,+91 0893173420,False,False,False,False,False,False,True,False,False,True,,818,Priya,UPI,Helper2,12/09/2025,37,Friday
30/10/2025 22:07:14,30/10/2025 22:07:14,Nisha Verma,+91 8677133344,False,False,True,False,False,False,True,True,False,False,,1472,Anjali,Card,,30/10/2025,44,Thursday
24/07/2025 03:57:14,24/07/2025 03:57:14,Neha Singh,+91 0443973597,True,False,False,False,False,False,False,False,False,False,,680,Sneha,UPI,,24/07/2025,30,Thursday
30/11/2025 00:52:14,30/11/2025 00:52:14,Pooja Desai,+91 6941180053,True,False,False,False,False,True,False,False,False,False,,664,Ritu,Wallet,Helper3,30/11/2025,48,Sunday
17/09/2025 07:30:14,17/09/2025 07:30:14,Neha Singh,+91 8092428757,False,True,False,False,False,False,False,False,False,False,,524,Ritu,Wallet,Helper2,17/09/2025,38,Wednesday
12/08/2025 22:27:14,12/08/2025 22:27:14,Anjali Sharma,+91 2745644948,False,False,True,False,False,False,True,False,False,False,,1226,Sneha,Wallet,Helper1,12/08/2025,33,Tuesday
25/07/2025 23:10:14,25/07/2025 23:10:14,Kavita Reddy,+91 2074276170,False,False,False,False,False,True,False,False,True,False,,1364,Kavita,Cash,Helper2,25/07/2025,30,Friday
09/07/2025 02:12:14,09/07/2025 02:12:14,Kavita Reddy,+91 4228499390,False,False,True,False,False,False,True,False,False,True,,1440,Priya,UPI,Helper1,09/07/2025,28,Wednesday
19/08/2025 07:50:14,19/08/2025 07:50:14,Priya Patel,+91 6591520177,True,False,False,False,True,False,False,False,False,False,,781,Ritu,Wallet,Helper3,19/08/2025,34,Tuesday
30/10/2025 23:20:14,30/10/2025 23:20:14,Anjali Sharma,+91 4501896164,False,False,False,True,False,False,False,False,False,False,,608,Priya,Cash,Helper2,30/10/2025,44,Thursday
19/07/2025 03:56:14,19/07/2025 03:56:14,Pooja Desai,+91 4214764925,False,True,False,True,False,True,False,False,False,False,,1954,Kavita,UPI,,19/07/2025,29,Saturday
01/07/2025 03:58:14,01/07/2025 03:58:14,Ritu Mehta,+91 9266108573,False,True,True,False,False,False,False,True,False,False,,1823,Priya,Wallet,Helper3,01/07/2025,27,Tuesday
15/07/2025 23:50:14,15/07/2025 23:50:14,Sneha Gupta,+91 3864908108,False,False,False,False,False,False,False,False,True,False,,635,Kavita,Cash,,15/07/2025,29,Tuesday
24/11/2025 08:43:14,24/11/2025 08:43:14,Sneha Gupta,+91 5491801722,True,True,False,False,False,False,False,False,False,False,,1130,Anjali,Wallet,,24/11/2025,48,Monday
14/11/2025 01:28:14,14/11/2025 01:28:14,Neha Singh,+91 3219416800,True,True,False,False,False,False,False,False,False,False,,1063,Kavita,Wallet,,14/11/2025,46,Friday
24/08/2025 06:59:14,24/08/2025 06:59:14,Divya Rao,+91 5641220310,True,False,False,True,False,False,False,False,False,True,,1487,Kavita,Card,Helper1,24/08/2025,34,Sunday
24/08/2025 04:16:14,24/08/2025 04:16:14,Simran Kaur,+91 6012277707,False,False,False,True,True,False,False,False,False,True,,1636,Anjali,Cash,Helper1,24/08/2025,34,Sunday
16/11/2025 08:34:14,16/11/2025 08:34:14,Pooja Desai,+91 7998407678,False,False,False,True,False,False,False,True,False,True,,1221,Kavita,UPI,Helper1,16/11/2025,46,Sunday
15/08/2025 07:33:14,15/08/2025 07:33:14,Simran Kaur,+91 1795760243,False,False,False,False,False,True,False,True,False,False,,1156,Sneha,UPI,,15/08/2025,33,Friday
11/07/2025 01:53:14,11/07/2025 01:53:14,Nisha Verma,+91 6657293417,False,False,True,False,False,False,False,False,False,False,,404,Sneha,Wallet,Helper1,11/07/2025,28,Friday
22/09/2025 04:26:14,22/09/2025 04:26:14,Kavita Reddy,+91 3800545228,False,True,False,False,False,False,False,False,False,False,,545,Kavita,Cash,Helper2,22/09/2025,39,Monday
08/07/2025 05:21:14,08/07/2025 05:21:14,Simran Kaur,+91 4550842891,True,False,False,False,False,False,False,True,True,False,,925,Ritu,Cash,Helper1,08/07/2025,28,Tuesday
20/07/2025 07:14:14,20/07/2025 07:14:14,Kavita Reddy,+91 5247871255,False,True,False,False,False,False,False,False,False,False,,406,Kavita,Wallet,Helper1,20/07/2025,29,Sunday
09/08/2025 04:28:14,09/08/2025 04:28:14,Sneha Gupta,+91 8214565328,False,False,True,True,False,False,False,False,False,False,,1262,Kavita,Wallet,Helper3,09/08/2025,32,Saturday
15/06/2025 04:16:14,15/06/2025 04:16:14,Anjali Sharma,+91 8115562606,False,False,True,False,False,False,False,False,False,False,,788,Priya,UPI,,15/06/2025,24,Sunday
18/09/2025 07:51:14,18/09/2025 07:51:14,Aditi Joshi,+91 4550489267,False,False,False,True,False,False,False,True,True,False,,1569,Anjali,Cash,Helper1,18/09/2025,38,Thursday
23/10/2025 02:31:14,23/10/2025 02:31:14,Nisha Verma,+91 2884318848,True,False,True,False,False,False,False,False,False,False,,980,Ritu,UPI,Helper2,23/10/2025,43,Thursday
24/08/2025 08:34:14,24/08/2025 08:34:14,Aditi Joshi,+91 1054851017,True,False,False,False,False,False,False,False,False,True,,1211,Sneha,Card,Helper3,24/08/2025,34,Sunday
23/08/2025 01:49:14,23/08/2025 01:49:14,Nisha Verma,+91 9268315893,False,True,False,False,False,False,False,True,False,False,,985,Kavita,Cash,Helper1,23/08/2025,34,Saturday
23/06/2025 04:03:14,23/06/2025 04:03:14,Neha Singh,+91 7371586988,False,False,False,False,True,False,False,True,False,False,,1283,Kavita,Wallet,Helper2,23/06/2025,26,Monday
14/07/2025 05:15:14,14/07/2025 05:15:14,Simran Kaur,+91 7288137702,False,True,False,False,False,True,True,False,False,False,,1213,Ritu,UPI,Helper1,14/07/2025,29,Monday
18/10/2025 23:14:14,18/10/2025 23:14:14,Ritu Mehta,+91 4544702296,False,False,False,False,True,False,False,False,False,False,,490,Sneha,Card,,18/10/2025,42,Saturday
07/06/2025 22:42:14,07/06/2025 22:42:14,Ritu Mehta,+91 1067949756,False,False,True,False,False,False,False,False,False,True,,1057,Kavita,Wallet,,07/06/2025,23,Saturday
16/07/2025 08:27:14,16/07/2025 08:27:14,Priya Patel,+91 9966365807,False,True,True,False,True,False,False,False,False,False,,1526,Ritu,Cash,Helper1,16/07/2025,29,Wednesday
27/07/2025 06:41:14,27/07/2025 06:41:14,Divya Rao,+91 0983780182,False,False,False,False,True,False,False,False,False,False,,410,Sneha,Wallet,Helper1,27/07/2025,30,Sunday
22/10/2025 06:27:14,22/10/2025 06:27:14,Pooja Desai,+91 9070562608,False,False,False,False,True,False,True,False,False,False,,610,Priya,Card,Helper3,22/10/2025,43,Wednesday
13/07/2025 23:23:14,13/07/2025 23:23:14,Priya Patel,+91 2462095200,False,True,False,False,False,False,True,False,False,False,,872,Kavita,UPI,Helper3,13/07/2025,28,Sunday
11/09/2025 22:10:14,11/09/2025 22:10:14,Kavita Reddy,+91 3993788614,False,False,False,False,False,True,False,False,False,False,,675,Ritu,Wallet,Helper1,11/09/2025,37,Thursday
08/10/2025 21:33:14,08/10/2025 21:33:14,Sakshi Kumar,+91 3048913824,False,True,False,False,False,False,True,True,False,False,,1465,Anjali,Card,Helper2,08/10/2025,41,Wednesday
23/10/2025 04:05:14,23/10/2025 04:05:14,Aditi Joshi,+91 7007942007,False,False,False,False,True,False,False,False,False,True,,1148,Sneha,UPI,Helper1,23/10/2025,43,Thursday
19/07/2025 08:41:14,19/07/2025 08:41:14,Divya Rao,+91 1416128463,False,False,False,False,False,True,False,False,True,True,,1609,Sneha,UPI,Helper3,19/07/2025,29,Saturday
31/07/2025 04:45:14,31/07/2025 04:45:14,Ritu Mehta,+91 0209700268,False,True,False,False,False,False,True,True,False,False,,1261,Kavita,Cash,Helper3,31/07/2025,31,Thursday
12/09/2025 06:29:14,12/09/2025 06:29:14,Pooja Desai,+91 2017537030,False,False,False,True,False,True,False,False,False,False,,802,Sneha,Card,,12/09/2025,37,Friday
07/09/2025 21:24:14,07/09/2025 21:24:14,Simran Kaur,+91 9303614987,False,False,False,False,False,False,False,False,True,False,,398,Ritu,Card,Helper1,07/09/2025,36,Sunday
04/11/2025 23:54:14,04/11/2025 23:54:14,Priya Patel,+91 2493843089,False,False,False,False,False,False,False,True,True,False,,839,Priya,UPI,,04/11/2025,45,Tuesday
20/09/2025 01:14:14,20/09/2025 01:14:14,Sakshi Kumar,+91 8775803046,True,False,False,False,False,True,False,True,False,False,,1542,Priya,Cash,Helper2,20/09/2025,38,Saturday
01/12/2025 03:11:14,01/12/2025 03:11:14,Kavita Reddy,+91 3254110760,False,False,False,True,True,True,False,False,False,False,,1438,Anjali,Cash,Helper3,01/12/2025,49,Monday
19/10/2025 00:11:14,19/10/2025 00:11:14,Divya Rao,+91 9717911006,False,True,True,False,False,False,False,False,False,False,,915,Priya,UPI,,19/10/2025,42,Sunday
23/06/2025 22:50:14,23/06/2025 22:50:14,Anjali Sharma,+91 8046619639,True,False,False,False,False,False,False,True,False,True,,1906,Ritu,Cash,Helper3,23/06/2025,26,Monday
21/11/2025 07:57:14,21/11/2025 07:57:14,Anjali Sharma,+91 7859311091,False,False,True,True,True,False,False,False,False,False,,1886,Ritu,Wallet,Helper2,21/11/2025,47,Friday
08/08/2025 23:58:14,08/08/2025 23:58:14,Anjali Sharma,+91 0249685498,False,False,True,False,False,False,False,False,False,False,,680,Anjali,UPI,Helper3,08/08/2025,32,Friday
09/09/2025 21:40:14,09/09/2025 21:40:14,Divya Rao,+91 2038806533,False,True,False,True,False,True,False,False,False,False,,1758,Ritu,UPI,Helper3,09/09/2025,37,Tuesday
12/11/2025 01:33:14,12/11/2025 01:33:14,Ritu Mehta,+91 2170730337,False,False,False,True,False,False,False,True,False,True,,1533,Kavita,Card,Helper1,12/11/2025,46,Wednesday
07/09/2025 21:11:14,07/09/2025 21:11:14,Ritu Mehta,+91 0812473950,False,False,False,True,False,False,False,False,False,False,,402,Anjali,Card,Helper2,07/09/2025,36,Sunday
14/08/2025 08:18:14,14/08/2025 08:18:14,Ritu Mehta,+91 8323024102,False,True,False,False,False,True,False,False,False,False,,927,Kavita,Card,Helper3,14/08/2025,33,Thursday
11/09/2025 07:17:14,11/09/2025 07:17:14,Aditi Joshi,+91 9611223386,False,False,False,False,False,True,True,False,False,True,,1090,Ritu,UPI,Helper2,11/09/2025,37,Thursday
30/08/2025 00:10:14,30/08/2025 00:10:14,Sakshi Kumar,+91 4289731791,False,False,False,False,False,False,False,False,True,False,,597,Ritu,UPI,,30/08/2025,35,Saturday
18/10/2025 04:18:14,18/10/2025 04:18:14,Ritu Mehta,+91 5877749690,False,False,False,True,False,False,False,False,False,False,,407,Kavita,Card,,18/10/2025,42,Saturday
02/08/2025 01:34:14,02/08/2025 01:34:14,Pooja Desai,+91 9254812147,True,False,False,True,False,True,False,False,False,False,,1944,Kavita,Wallet,,02/08/2025,31,Saturday
26/09/2025 03:30:14,26/09/2025 03:30:14,Simran Kaur,+91 5460273415,False,False,False,False,True,False,False,False,False,False,,713,Ritu,Cash,Helper3,26/09/2025,39,Friday
04/08/2025 22:14:14,04/08/2025 22:14:14,Priya Patel,+91 5083535444,False,False,False,False,False,False,False,False,False,True,,341,Ritu,UPI,Helper1,04/08/2025,32,Monday
23/08/2025 01:59:14,23/08/2025 01:59:14,Ritu Mehta,+91 6690782633,False,False,False,True,False,False,False,True,False,True,,2172,Kavita,UPI,Helper1,23/08/2025,34,Saturday
27/08/2025 00:34:14,27/08/2025 00:34:14,Nisha Verma,+91 6377805292,True,False,False,False,False,False,False,True,False,False,,1110,Sneha,Wallet,,27/08/2025,35,Wednesday
30/11/2025 03:55:14,30/11/2025 03:55:14,Nisha Verma,+91 8459090225,False,False,False,False,False,False,True,False,True,True,,1274,Ritu,Wallet,Helper2,30/11/2025,48,Sunday
06/10/2025 22:28:14,06/10/2025 22:28:14,Divya Rao,+91 7412182097,False,False,True,False,False,False,False,False,False,False,,403,Priya,Wallet,Helper3,06/10/2025,41,Monday
30/07/2025 00:25:14,30/07/2025 00:25:14,Sakshi Kumar,+91 8170580256,False,True,True,False,False,False,False,False,False,False,,1081,Kavita,Wallet,Helper1,30/07/2025,31,Wednesday
15/09/2025 00:15:14,15/09/2025 00:15:14,Kavita Reddy,+91 4672994938,False,False,False,True,True,False,False,True,False,False,,1209,Priya,Wallet,Helper2,15/09/2025,38,Monday
20/10/2025 03:05:14,20/10/2025 03:05:14,Divya Rao,+91 7779014754,False,False,True,False,False,False,False,False,False,True,,1080,Sneha,Wallet,,20/10/2025,43,Monday
14/09/2025 07:18:14,14/09/2025 07:18:14,Nisha Verma,+91 9160324841,False,False,False,True,False,False,True,True,False,False,,1667,Priya,Cash,Helper3,14/09/2025,37,Sunday
20/09/2025 04:17:14,20/09/2025 04:17:14,Sneha Gupta,+91 3807017656,False,False,False,False,False,False,True,False,False,False,,238,Priya,UPI,Helper1,20/09/2025,38,Saturday
12/07/2025 02:49:14,12/07/2025 02:49:14,Nisha Verma,+91 7771183727,False,False,True,False,False,False,False,False,False,True,,520,Sneha,UPI,Helper1,12/07/2025,28,Saturday
22/10/2025 08:32:14,22/10/2025 08:32:14,Neha Singh,+91 1042752308,False,False,False,False,False,False,False,True,False,False,,248,Ritu,Cash,,22/10/2025,43,Wednesday
01/12/2025 01:35:14,01/12/2025 01:35:14,Anjali Sharma,+91 9006335331,False,False,False,False,False,False,True,False,False,False,,228,Priya,UPI,Helper2,01/12/2025,49,Monday
29/11/2025 07:11:14,29/11/2025 07:11:14,Kavita Reddy,+91 1220681558,False,False,False,True,False,False,True,False,False,True,,1398,Sneha,Cash,Helper3,29/11/2025,48,Saturday
28/08/2025 23:07:14,28/08/2025 23:07:14,Pooja Desai,+91 5063731495,False,True,False,False,False,False,False,False,False,False,,423,Kavita,UPI,,28/08/2025,35,Thursday
